Exist	Tweet 	existence.confidence
1	Volcanic ash is a good thing. Blocks the sun's heat. Lessens air travel. Bye bye global warming. #fb	1
1	Why cleaner air could speed global warming | Air Pollution News http://bit.ly/bpx3Xh	1
0	Leaked U.S. Document Calls For "Global Regime" To Tackle Climate Change  http://bit.ly/9Wi5zf	0.6996
1	Why cleaner air could speed global warming: Aerosol pollution, which is now on the downswing, has helped keep the ... http://bit.ly/a4xVkM	0.6029
1	Why cleaner air could speed global warming: Aerosol pollution, which is now on the downswing, has helped keep the ... http://lat.ms/adYnMi	1
1	Why cleaner air could speed global warming http://lat.ms/cCps7Q	1
1	Why cleaner air could speed global warming http://lat.ms/cCps7Q	1
1	Why cleaner air could speed global warming http://goo.gl/fb/GSGPZ	1
1	effects of global warming •À_ YouTube •À_ Effects of Global Warming Stats: Back with more news for you today. It's ama... http://bit.ly/9NKRqf	0.7597
0	It's global climate change-not warming. #ac Read: www.associatedcontent.com/article/2872954/global_climate_change_not_global_warming.html	0.4623
1	Global Warming Today •À_ Blog Archive •À_ How can we tackle global ...: The only way at present is to reduce greenhous... http://bit.ly/d3eFUB	1
1	CODA Automotive Lauded for Efforts to Combat Climate Change & Air Pollution http://bit.ly/aPUjlz	0.6641
1	Ocean Saltiness Getting Weird •À_ Blame Global Warming: IndyPosted (blog) A study conducted by scientists at Austral... http://bit.ly/cCQa1y	1
1	SCIENCE: Scientists explore the evolution of climate change http://bit.ly/dmnjXj	1
1	A preliminary analysis suggests that natural gas could contribute far more to global warming than previously thought. http://bit.ly/9rRgSg	0.8929
1	SCIENCE: Scientists explore the evolution of climate change http://bit.ly/dmnjXj	0.8996
1	Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level http://bit.ly/8ZcErl	1
0	USC prof Dan Mazmanian:  money needed for adaption to climate change in the state is a pressing social justice issue.#USC #SPPD #Keston	0.6705
1	Iceland volcano unlikely to slow global warming: scientists http://bit.ly/aFIIU5	1
1	SCIENCE: Scientists explore the evolution of climate change http://goo.gl/fb/0L3uP #cleantech	1
1	Iceland volcano unlikely to slow global warming: scientists: AFP PARIS •À_ Big volcanic eruptions have had a cooling... http://bit.ly/9fkHqu	1
1	Global warming may make cricket bats history: London: Cricket is facing a bizarre threat following a European Unio... http://bit.ly/bemHL3	1
1	volcano unlikely to slow global warming: By Richard Ingham, AFPApril 16, 2010 4:44 AM An EUMESAT satellite image s... http://bit.ly/bbTGnb	1
1	SCIENCE: Scientists explore the evolution of climate change http://url4.eu/2aBIw	0.6357
1	Fifty years ago I was teaching and preaching about global warming and its catastrophic effects on our climate. http://bit.ly/c7rKVi	1
1	SCIENCE: Scientists explore the evolution of climate change http://url4.eu/2aBIi	1
0	President Barack Obama says the world cannot wait for China to commit to tackling global warming. http://bit.ly/c2Z3yF	0.691
1	Obama: China must act on climate change http://bit.ly/9a8mIJ	1
1	Renewable energy possible solution to global warming: By Milton Takei | University alumnus, 1992 In dealing with t... http://bit.ly/ain2AN	1
1	effects of global warming •À_ YouTube •À_ Impact of Climate Change on ...: There are many predicted effects for the en... http://bit.ly/9HL1M3	1
1	Plz hlp fight Global warming- read my post abt effects of Global Warming http://bit.ly/effectsofglobalwarming Let me know what u think TXS	1
1	UN to battle poverty, global warming .:. newkerala.com Online News ...: UN to battle poverty, global warming - New... http://bit.ly/8Z3EBD	0.7115
1	Eaarth: global warming is here to stay, how will we deal with it? http://amzn.to/dhUsHJ	1
1	Allergies Worse Than Ever? Blame Global Warming http://bit.ly/aJKsz3	0.8787
1	Germany is an important partner for us in trade as well as in the fight against climate change.	1
1	Global Warming Likely to Worsen Allergies in Maine: That's according to a new report released today by the Nationa... http://bit.ly/9rpS9P	1
1	SubTropolis, U.S.A. -  A creative solution to global warming 100 feet below ground. http://bit.ly/c4jcuH	0.6586
1	Global warming or unemployment...choose your own disaster?: By Max Jacobs Companies producing greenhouse gases in ... http://bit.ly/cuF4Kq	1
1	This one explained the extreme cold weather we have experienced this winter as just one more example of global warming. http://bit.ly/amrhqA	0.6506
1	@Climate change Giant #Glacier Fall in Peru Causes Deadly Tsunami : http://bit.ly/bvG95C	1
1	Green' cement made from rice may help tackle global warming|London, April 13 : With the increasing rise in the .. http://oohja.com/xaIU0	1
1	Can you feel the shift in consciousness? -- 3K Businesses Create New Ad for Climate Change Action - http://bit.ly/cADHuR via @sustainablog	0.7377
1	RT @SolarInsure: 3,000 Businesses Create New Ad for Climate Change Action : CleanTechnica http://bit.ly/cADHuR	0.6379
1	Global warming threatens Armenia by 2C higher temperature http://bit.ly/d1Yc1c	1
1	Climate change deadly? Scientists suspect global warming may be contributing to strange deaths of Arctic birds. http://tinyurl.com/yaqbeop	1
1	Green' cement made from rice may help tackle global warming: London, April 13 (ANI): With the increasing rise in ... http://bit.ly/bmFTC2	1
1	•À_Green•À_ cement made from rice may help tackle global warming http://bit.ly/biqJnb	0.6773
1	Global Warming 'at Point of No Return': Global warming has reached the point of no return, a study published in th... http://bit.ly/ddCDeo	0.7104
1	World-Famous Places Endangered by Global Warming: If climatologists' predictions of global warming are right, some... http://bit.ly/a7S4GQ	0.6576
1	Green' cement made from rice may help tackle global warming|London, April 13 : With the increasing rise in the .. http://oohja.com/xaIQ0	0.3553
1	Latest weapon in global warming fight •À_ 'green' cement made from rice: By FIONA MACLEOD AND RUAIRI CREANEY SCIENTI... http://bit.ly/cqL0Hs	0.6686
1	Latest weapon in global warming fight •À_ 'green' cement made from rice http://bit.ly/abWP35	1
1	Coping with Global Warming: How to Save on Utility Bills: By Dealman(view all posts by Dealman) Actually, this isn... http://bit.ly/bh02P7	1
1	"Climate Change - Building a Green Economy - Paul Krugman - NYTimes.com" http://j.mp/a6XGmr #greentech	0.6909
1	Clean Technology Industry Forecast is Strong Due to Global Warming Concerns ...: April 12, 2010 (MMD Newswire) -- ... http://bit.ly/bUSB2O	1
1	Porous materials to reduce the climate change http://bit.ly/aoLbPB	1
1	celebrate Earth Day by signing Declaration of Energy Independence to show the Senate we demand action on climate change http://bit.ly/aPLanA	1
1	Top U.S. Vacation spots becoming endangered. Landscape threatened by global warming, mining, weather, environmental hazard & population	1
1	..leaders are failing to address the gravest threat our world has ever faced..." "Pressuring politicians on climate change is not working.	0.9145
1	Glacier National Park Loses Two More Glaciers Due To Global Warming: Thaindian.com By Meena Kar Montana, Apr 11, (... http://bit.ly/d3ujff	1
1	Plants can effectively tackle global warming|Don't have SiliconIndia account? Sign up Forgot your password? Reset .. http://oohja.com/xc5Re	0.6474
1	Plants can effectively tackle global warming|Don't have SiliconIndia account? Sign up Forgot your password? Reset .. http://oohja.com/xc5Nw	1
1	Climate change affects subterranean ecosystems|Changes above the ground, such as a higher concentration of carbon .. http://oohja.com/xc5Mz	1
1	RT @RyanNewYork Gulf Coast spill better give Climate Change Legislation some momentum. It's a bigger tragedy than we're even aware of yet.	1
1	Spill + coal mine tragedy = need for alt energy! RT @RyanNewYork: Gulf Coast spill better give Climate Change Legislation some momentum.	1
1	Gulf Coast spill better give Climate Change Legislation some momentum. It's a bigger tragedy than we're even aware of yet. #P2	1
1	LIVE NOW: Green Gone Wrong: False Hope and Real Solutions to Climate Change http://bit.ly/arODNy	1
0	@New_federalists  i have it on good auth tht global warming also causes toe fungus.  We R all fortunate tht thr IS no global warming! #tcot	0.9605
0	Illegal war and the myth of global warming|My main campaign platform for this election will be the illegal .. http://oohja.com/xbQAI	0.8946
0	It is in the 30's what happened to Spring? Global warming is for those that care to read about and not live it. The coldest Winter ever. FU	0.6908
0	the scientific community was scamed by global green  gov warming scam.	0.9279
0	I truly  Fat ASS Gore should get the Scam Artist Award of the decade with his Global Warming and Energy Credits worth close to Billion.	0.9289
0	hide the decline is the global warming nut jobs current policy its all a epic scam they are lying to the world #climategate #tcot #p2	1
0	40 degrees in NYC. please urinate on next liberal global warming /climate change scum you see.	1
0	RT @virgiltexas: Hey Al Gore: see these tornadoes racing across Mississippi? So much for global "warming" #tornadocot #ocra #sgp #gop #ucot #tlot #p2 #tycot	0.9306
0	#justinbiebersucks and global warming is a farce	0.9234
0	One Stop Book Stop Confirmed! Global warming is 'settled' •À_ as a scam: WND.com Sussman's book, the ... http://bit.ly/b4Kv2l mybookstop.info	0.9344
0	BOYCOTT SIEMENS for buying "global warming"/"climate change" in their advertisements. #tcot #sgp #teaparty	1
0	climate change scam #3wordslibshate	0.6866
1	Global Warming? Vostok Antarctica sits at -100F -- with windchills to -142F ...  http://tinyurl.com/y39tlgg #tcot	0.5044
0	Global Warming?  Vostok Antarctica sits at -100F -- with lows forecast to -110F... http://bit.ly/96JtQu #breaking	0.6818
0	RT @Climate scam another warmist has to be rescued from Arctic cold Global warming activist 'transported ... http://bit.ly/9mgHdk #tcot #p2	1
0	Why isn't @algore upset with the volcano for causing global warming? #climategate	1
0	Rationalists' who believe aliens exist & global warming=caused by humans, might as well believe in Jesus miracles,angels &fairies #tcot #p2	1
0	@psiryu Hmmm so global warming is a fraud!	1
0	Air ban led by flawed computer models. Global warming come to mind? http://bit.ly/c7lUcx #tcot	0.6597
0	Monster Chiller Horror Global Warming! http://goo.gl/Ziza  have you considered the possibility that your climate models are wrong? #tcot	0.6745
0	Proof there's no climate change. RT @jazgar 75-ft killer tsunami created in a Peruvian LAKE when a glacier fractures & falls Into the lake!	0.9438
0	COW FARTS EXONERATED FROM GLOBAL WARMING http://bit.ly/ddsHDe Al Gore sighs HUGE relief....from his rectum #cbiz #tcot #sgp #teaparty #ucot	0.5121
0	COW FARTS EXONERATED FROM GLOBAL WARMING http://bit.ly/ddsHDe Al Gore sighs HUGE relief....from his rectum #cbiz #tcot #sgp #teaparty #ucot	1
0	@OTOOLEFAN REAL science. Not Algore's climate change 'science' hacks with their man-made global warming hoax. Gore=Palin	0.9679
1	30000 Anti-Global Warming Scientists Can't Be Wrong | Stranger ...: Nature Magazine, the academic journal that int... http://bit.ly/beGJE2	0.5112
0	@junerenner ,get a headache when grandson tells how argued w/teachers about Global warming being big hoax. One threatened to flunk him!	0.6884
0	@foxandfriends global warming is like the goldman execs... full of sh*t	1
1	Global Warming Baloney: According to the experts at NASA, the difference between weather and climate is a measure ... http://bit.ly/bnRDwH	0.6387
0	Your Voice: The fraud of global warming: by Tim Michael Case, Tracy Since the early 1970s, our public school syste... http://bit.ly/cfAprS	0.6361
0	computer forensics experts: are there still any idiots out there that belive global warming is true? http://bit.ly/aUrimy	0.9582
0	Liberal Looney Toons: Global Warming Alarmist Comes Home With Artic Frost Bite: Gather.com they wont learn huh? lo... http://bit.ly/9NAECt	0.6334
0	Dear Global Warming people: It is 52 degrees in S. CA on 4/23. Heat on. [contents of this message are copyrighted and property of author.]	1
0	I am freezing still in Southern California. Global warming fanatics, come visit me. Wear a hat, gloves and down jacket.	1
0	@Cubachi you are so on target, Bullshit is even better than the climate change hoax & Gore /Climate change is bullshit #leadersdebate #fact	1
0	Climate Change Fraud - The Scandal of Solar Power in Spain http://bit.ly/bCu0pA	0.6666
0	Climate Change Fraud - Global Warming, Ethanol, DDT and ... http://bit.ly/bMPEBB	0.7114
1	Despite Climategate, LEFT investing heavily in global warming hysteria as new way 2 impose nat'l & international controls on human freedom.	0.6568
0	RT @ClimateDepot: ''Obama does a 3-minute Earth Day video; fails to mention the global warming hoax'' http://bit.ly/bbzwxD	0.7043
0	#ALMS Let me politely suggest that I DO NOT WATCH MOTORSPORTS TO BE LECTURED ON IMAGINARY GLOBAL WARMING! #nascar	1
0	Someone go tell the Climate Change crowd to go hang, after they read this: http://bit.ly/bPTxBZ #tcot	0.6646
0	Gagnon, like most liberals you have been duped by the global warming, socialist propaganda. http://bit.ly/ap10io	1
0	I believe that Global Warming is an international conspiracy perpetrated by GE in order to sell more air conditioners	1
0	UN process in danger unless world agrees on climate change - Telegraph http://bit.ly/aYM2XM GLOBAL WARMING IS A FRAUD FOR WORLD GOVERNMENT	0.6663
0	Does Virginia's Governor Believe In Global Warming? http://www.paltalknewsnetwork.com/node/2863 #virginia #northrupgrumman	1
0	"@SenatorReid Calls @GrahamBlog's Bluff On Climate Change: 'It's Up To You" ( http://bit.ly/d789Yr ) #p2	0.6647
1	Reid To Graham On Climate Change: 'It's Up To You' http://bit.ly/doMNLK	0.6735
1	What do you know about climate change? Test your knowledge with the following 10 questions @change http://tinyurl.change.org/wPPas	0.683
0	RT @sponsorpitch: Shell's Climate Change #Sponsorship Causes Blogosphere Meltdown http://bit.ly/a1RLnx #museums	1
0	What do you know about climate change? Test your knowledge with the following 10 questions @change http://tinyurl.change.org/wPPas	0.5063
